stop_id	stop_name
23149	Hackthorne Rd near Gwynfa Ave
41812	Norwich Quay near Canterbury St
28830	Bealey Ave
51663	Bower Ave near Crofts Ln
22295	Lyttelton St near Hennessy Pl
24473	Racecourse Rd near O'briens 
15524	Ferry Rd near Tilford St
14677	St Asaph near Fitzgerald Ave
50333	Lowes Rd near Rembrandt Dr
53845	Springston
44080	Rowley Ave near Salmond St
38648	Idris Rd near Wroxton Tce
13347	Main North Rd near Manse Pl
14683	Moorhouse Ave near Selwyn St
13352	Main North Rd near the lakes
11172	Buckleys Rd near Butterfield Ave
14200	Buchanans Rd near Racecourse 
38630	Idris Rd near Wroxton Tce
28848	Main Rd near Wakatu Ave
51671	Bower Ave near Crofts Ln
23154	Hackthorne Rd near Cashmere 
12023	Burwood Rd near Clarevale St
54701	Oxford Road near Charles Upham Dr
50346	Lowes Rd near Tennyson St
28811	Bealey Ave near Madras St
22276	Halswell Rd near Village Lane
24456	Emmett St near Riselaw 
40946	Tuam St near Nursery Rd
26638	Pages Rd near Farnborough St
50351	Jones Rd near Weedons Ross 
51685	Aston Dr near Torres Pines
23120	Hackthorne Rd near Lowick Ave
13323	N Avon Rd near Chrystal St
12477	Marshland Rd near Pagoda St
10298	Maidstone Rd near Highfield Pl
38624	Glandovey Rd
37778	Gayhurst Rd near Coopers 
54717	Oxford Road near Oakwood Dr
12483	Papanui Rd near Murray Pl
15991	Northwood Blvd near Main North Rd
25312	Middlepark Rd near Takaro Ave
28824	Main Rd near Celia St
51692	Aston Dr near Torres Pines
24460	Buchanans Rd near Racecourse 
32076	Innes Rd near Hills 
23131	Hackthorne Rd near Lady Polson Ln
51212	Roydvale Ave near Highwood Ln
26640	Bush St near South Blt
47562	Hussey Rd near Millpark Tce
14665	St Asaph near Barbadoes 
50367	Jones Rd near Hoskyns 
53878	Springston
15511	Ferrymead Shops
54729	Rangiora (Ashley Street)
24439	Quinns Rd near Hercules St
37750	Aldwins Rd near Edmond St
23584	Colombo St near Nutfield Ln
33395	Milton St near Drummond 
19087	Highsted Rd
40922	Hussey Rd near Springvale Gdns
25768	Springs Rd near Henry Wigram Pl
38607	Heaton St near Glandovey Rd
11129	Rose St near Hoon Hay Rd
32069	Lake Terrace Rd near Lakewood Dr
40914	Main North Rd near Sturrocks 
53884	Irwell
53401	Island Rd near Barnard St
13784	Hawthornden Rd near Bellingham Pl
50379	Jones Rd near Hoskyns 
10279	Maidstone Rd
13306	Marshland Rd near Alma Pl
54738	West Belt near Arlington Boulevard
26629	Pages Rd
10280	Maidstone Rd near Westmont St
28807	Main Rd near Raekura Pl
15970	Northwood
36891	Aldwins Rd near Marlborough St
25775	Springs Rd near Boston Ave
33382	Milton St near Selwyn 
22269	Nottingham Ave near Arkwright Pl
19094	Veitches Rd near Kimberley St
50380	Kissel St near Banks 
51231	Roydvale Ave near Homersham Pl
24441	Barbadoes St near Purchas 
54740	West Belt near Arlington Blvd
12465	Marshland Rd near Cotton St
13797	Main North Rd
13310	North Pde near Medway St
53897	Corsair Dr near Keene St
37745	Riccarton Rd near Field Tce
53417	Island Rd near Barnard St
18652	Mairehau Rd near Daytona Pl
17322	Memorial Ave near Grahams Rd
38262	Amyes Rd near Shands 
36080	Moorhouse Ave near Montreal St
50708	Withells Rd near Woodbury St
33808	Wales St near Shamrock Pl
16475	Wairakei Rd near Sheffield Cres
19981	Cranford St near Westminster 
41437	Papanui Rd near Holly 
40103	Wainoni Rd near Hampshire St
29304	Lowry Ave near Denniston Cres
43619	Southern Park and Ride (South Belt)
39591	Bassett St near Parnwell 
30782	St Andrews Hill Rd near The Brae
26278	Estuary Rd near Sandra St
50712	Withells Rd near Staveley St
24091	Kensington Ave near Westminster St
33812	Wales St near Oldham Cres
17333	Memorial Ave near Grangewood Ln
15152	Linwood Ave near Cashel St
39100	Bassett St near Tobin Ln
16481	Wairakei Rd near Abros Pl
20507	Broadhaven Ave near Queenspark Dr
29315	Regent's Park Dr near Aylsham Ln
42755	Duncan St near Truro 
29793	Blenheim Rd near Penn Pl
26284	Rocking Horse Rd near Tern St
10706	Sir William Pickering Dr (NB)
39589	Travis Rd near Atlantis St
32957	Opawa Rd near Manatu Ln
19999	Cavendish Rd near Sturrocks 
30776	Major Hornbrook Rd near Billys Trk
18668	Mairehau Rd near Inwoods 
17783	Tennyson St near Michelangelo Dr
42740	Nayland St near Menzies 
52904	Victoria St near Dorset 
14271	St Asaph near Montreal 
38243	Amyes Rd near Branston St
15123	Main North Rd near Cunliffe 
12099	Mairehau Rd near Inwoods 
37399	Colombo St near Remuera Ave
36067	Mt Pleasant Rd near Belleview Tce
20958	Broadhaven Ave near Inwoods Rd
41896	Cranford St near Malvern 
28436	Madeley Rd near Major Hornbrook 
41416	Pak n Save Wainoni
26250	Rocking Horse Rd near Plover St
47192	Aidanfield Dr near Bibiana St
18634	Lake Terrace Rd near Fairway Dr
17305	Veitches Rd near Northfield 
32942	Huntsbury Ave near Ramahana Rd
24070	Craven St near Algidus 
20962	Bower Ave near New Brighton Rd
39562	Rookwood Ave near Marriotts Rd
19975	Cavendish Rd near Northcote 
52915	Hereford St near Montreal 
42738	Wakefield Ave near Paisley St
36051	Ara Institute
29772	Grimseys Rd near Lowry Ave
42729	Van Asch St near Denman 
26266	Estuary Rd near Jellicoe St
28443	Major Hornbrook Rd near Belleview Tce
24089	Westminster St near Flockton 
38236	Amyes Rd near Branston St
16468	Wairakei Rd near Todd Ave
32935	Huntsbury Ave
30753	St Andrews Hill Rd near Marama Cres
18647	Marshland Rd near Amos Pl
15582	Ferry Rd near Catherine St
18610	Marshland Rd near Hammersley Ave
52927	Rolleston Ave near Gloucester St
32919	Huntsbury
41877	Cranford St near Winton 
36046	Fitzgerald Ave near Harvey Tce
24058	Emmett St near Jebson 
26232	Estuary Rd near Ebbtide St
15106	Main North Rd near Momorangi Cres
32926	Huntsbury Ave near Aotea Tce
14259	Epsom Rd near Middlepark 
38227	Amyes Rd near Witham St
39558	Keyes Rd
51600	Hereford St near Barbadoes 
30748	Major Hornbrook Rd near Muritai Tce
17765	Tennyson St near Rolleston Dr
52936	Madras St Terminus
38695	Riccarton Rd near Newnham Tce
14263	St Asaph near Colombo 
36033	Gloucester St near Fitzgerald Ave
42717	Hendersons Rd near Rowley Ave
24062	Buchanans Rd near Peebles Dr
30730	St Andrews Hill Rd near Major Hornbrook 
26245	Rocking Horse Rd near Penguin St
38215	Amyes Rd near Witham St
52943	Madras St near Southwark 
18623	Lake Terrace Rd near De Ville Pl
17777	Main South Rd near Chalmers St
51616	Hereford St near Fitzgerald Ave
13381	Staveley St
38682	Ilam Rd near Rudleigh Ave
12052	Main North Rd near Tuckers 
26213	Southshore
24036	Middlepark Rd near Takaro Ave
36022	Moorhouse Ave near Hagley 
42701	Head St near Wiggins 
23183	Dyers Pass Rd and Hackthorne 
26693	Union St
38204	Amyes Rd near Trevor St
14237	Racecourse Rd near O'briens 
30724	St Andrews Hill Rd near Marama Cres
39536	New Brighton Rd near Lake Terrace 
32903	Huntsbury Ave near Aotea Tce
52958	Tuam St near Madras 
19923	Grampian St near Cavendish Rd
53809	Leeston Rd near Ellesmere Junction 
14244	Buchanans Rd near Vanguard Dr
29738	Ensors Rd near Sullivan Ave
40998	Park Tce
26221	Estuary Rd near Halsey St
23196	Hackthorne Rd near Westenra Tce
24043	Flockton St near Carrick 
28882	Greers Rd near Ardmore Pl
36014	Moorhouse Ave near Waller Tce
12068	Main North Rd near Momorangi Cres
38676	Ilam Rd near Kirkwood Ave
15576	Ferry Rd near Tunnel 
13399	Solway Ave near Glenside 
17754	Main South Rd near Seymour St
50305	Godley Rd
39527	The Palms (New Brighton Rd)
53813	Leeston Rd near Ellesmere Junction 
30711	Mt Pleasant
19221	Harewood Rd near Wooldridge 
25907	Gerald St near Kildare Tce
46840	Marshland Rd
45994	Rolleston Dr near Othello 
18371	Burwood Hospital - Mairehau Rd
20217	Queenspark Dr near Lamorna Rd
42009	Port Hills Rd near Martindales 
54475	Prestons (Te Korari St)
53144	Manchester St near Kilmore 
11748	Centaurus Rd near Landsdowne Tce
10417	Sheffield Cres near Sir William Pickering Dr
28174	Lincoln Rd near Dickens St
32683	Wilsons Rd near Riverlaw Tce
32200	Major Hornbrook Rd near Freeman St
42481	Bridle Path Rd near Cannon Hill Cres
42475	Mt Pleasant Rd near Main 
40296	North Pde near Averill St
41143	Park Tce near Cressy 
45987	Linwood Ave near Wanstead Pl
21552	North Shore
43321	Hoon Hay Rd near Lewis St
20229	Queenspark Dr near Brentwood St
54481	Prestons (Te Korari St)
22403	Wales St near Oldham Cres
32677	Ramahana Rd near Aotea Tce
53159	Kilmore St near Manchester 
10429	Roydvale Ave near Juniper Pl
12607	Halswell Rd near Coppell Pl
54009	Prestons Rd near Te Korari St
11753	Beckenham
13933	Main North Rd near Wrights 
39298	Travis Rd near Blue Gum Pl
41136	Governors Bay Rd near Mariners Cv
46829	Saracen Ave near Mahlet St
11724	Cashmere Rd near Ferniehurst St
54013	Prestons Rd near Te Korari St
53163	Hereford St near Colombo 
54499	Preston Downs Reserve
33999	Halswell
19213	Fendalton Rd near Tui St
40277	Marine Pde near Hawke St
18363	Burwood Rd near Mairehau 
23718	Wilsons Rd near Koromiko St
45960	Mandeville St near Kyle 
41127	Delta Wy near Ti Rakau Dr
46817	Saracen Ave near Handel Cl
39280	Travis Rd near Bower Ave
53171	Hereford St near Colombo 
13914	Kainga
32654	Centaurus Rd near Ramahana 
54021	Simeon St near Milton 
33981	Halswell Rd near O'halloran Dr
29499	Cranford St near Fraser 
11730	Cashmere Rd near Valley 
10401	Kilmarnock St near Kahu Rd
19664	Northcote Rd near Uxbridge St
46801	Pages Rd near Kearneys 
17488	Main South Rd near Seymour St
44623	King St near Seddon 
50909	Pegasus Blvd near Whakatipu St
39279	New Brighton Rd near Bampton St
41115	Rapaki
42447	Heathcote
37093	Frankleigh St
33975	Halswell Rd near Larsens 
2107	Burnham
53185	Rolleston Ave near Gloucester St
54032	Milton St near Simeon 
29468	Antigua St near Disraeli 
28135	Lincoln Rd near Clarence St S
11707	Cashmere Rd
32649	Mt Pleasant Rd near Belleview Tce
10850	Clyde Rd near Aorangi 
44610	Main North Rd near Pa 
45941	Mcgregors Rd near Ruru 
50913	Springs Rd near Marshs 
37086	Harewood Rd near Restell St
42434	Main Rd near Raekura Pl
22847	Coronation St near Simeon 
39267	Cresswell Ave and New Brighton Rd
40254	Rodney St near Union 
17490	Main South Rd near Chalmers St
41104	Gardiners Rd near Smacks Cl
53192	Salisbury St near Gracefield Ave
29475	Cranford St near Mcfaddens Rd
54045	Faringdon (Blvd)
28142	Addington Village
32631	Mt Pleasant Rd near Drayton Dr
50921	Pegasus Blvd near Solander Rd
33968	Halswell Rd near Glovers 
11711	Cashmere Rd near Valley 
20632	Hills Rd near Gresford St
39251	New Brighton Rd near Horseshoe Lake 
42423	Bridle Path Rd near Rollin St
17461	Riccarton Rd near Harakeke St
15286	Ferry Rd near Hargood St
19640	Regents Park Dr near Woodhurst 
37072	Waimairi Rd near Bowen St
22810	Simeon St near Howard 
54050	Faringdon (Lansdowne Wy)
28594	Matipo St near Maxwell 
33952	Patterson Tce near Brigham Dr
10832	Clyde Rd near Morley St
32620	Soleares Ave near Mccormacks Bay Rd
50932	Pegasus Blvd near Main St
38393	Riccarton Rd near Middleton 
42410	Main Rd near Celia St
22823	Waltham Rd near Hastings St E
15293	Ferry Rd near Portman St
40231	Buckleys Rd near Kerrs 
43748	Central Park and Ride (White St)
45925	Christchurch Gondola
20645	Hills Rd near Avalon St
29452	Cranford St near Edgeware Rd
54066	Birchs Rd near Barton Fields Dr
16148	Wairakei Rd near Aorangi 
50945	Pegasus Blvd near Waireka St
32612	Brougham St near Wilsons Rd
23328	Colombo St and Somerfield 
47775	Merrin St near Farndale Pl
10493	Cranbrook Ave near Appleby Cres
22474	Barrington St near Conway 
26831	Pages Rd near Rowan Ave
52697	Tennyson St near Markham Way
54874	Kaiapoi South Park & Ride
32285	Main North Rd near School 
51368	Fendalton Rd near Holmwood 
44261	Ashley St near Rickton Pl
50037	Burwood Rd near Rothesay 
42084	Port Hills Rd near Mauger Dr
12676	Hendersons Road
26849	Pages Rd near Portchester St
44257	Southbrook
12682	Hendersons Rd near Rowley Ave
42078	Port Hills Rd near Avoca Valley 
25995	Waterloo Rd near Wilson St
22488	Westlake
45109	Jones Rd (Templeton)
23337	Colombo St near Devon 
25515	Waterloo Rd near Brixton St
33127	Hoon Hay Rd near Smartlea St
13539	Withells Rd near Avonhead 
15716	Ferry Rd near Charlesworth St
24661	Yaldhurst Rd near Brodie St
45580	Linwood Ave near Wanstead Pl
14864	Manchester St near Salisbury 
54888	Northern Park and Ride (River Rd)
10026	Maidstone Rd
12204	Burwood Rd near Carlsen St
37967	Innes Rd near Mahars 
45579	Warrington St near Woodville 
44242	Ashley St near Coldstream Rd
43397	Sparks Rd near Hoon Hay 
42066	Port Hills Rd near Horotane Valley 
19284	Cranford St near Main North Rd
23787	Colombo St near Ernlea Tce
53562	Stanmore Rd near Worcester St
33115	Mathers Rd near Hoon Hay 
54890	Ledbury Drive near East Maddisons Road
54410	Prestons School
20272	Queenspark Dr near Branksome Pl
10472	Kendal Ave near Whitby St
37951	Hills Rd near Westminster St
12653	Halswell Rd near Hendersons 
11321	Lyttelton St near Rose 
44235	Southbrook
19297	Fendalton Rd near Snowdon 
20286	Queenspark Dr near Brentwood St
23794	Colombo St near Tennyson 
24642	Russley Rd near Dinton St
25976	Prebbleton
53570	Murphys Rd near Graycliffe St
33104	Hoon Hay Rd near Maryhill Ave
54423	Prestons School
42050	Port Hills Rd near Nuttall Dr
10486	Cranbrook Ave near Kendal 
36610	Greers Rd near Ruddenklau Ln
14840	Bealey Ave
13998	Main North Rd near Neeves 
10003	Maidstone Rd near Hounslow St
37946	Hills Rd near Acheson Ave
43378	Sparks Rd near Waimokihi Pl
20255	Queenspark Dr near Inwoods Rd
25948	Springs Rd near Birchs 
44226	Southbrook Rd near Coronation St
24619	Bentley St near Delaware Cres
42045	Port Hills Rd near Ardtrea Ln
19266	Edgeware Village
17085	Memorial Ave near Stableford Green
22435	Rose St near Cashmere View 
53100	Bus Interchange (Platform A)
14817	Gilberthorpes Rd near Prichard Cres
36606	Greers Rd near Saffron St
13967	Main North Rd near Old 
11309	Aldwins Rd near Marlborough St
54434	Te Korari St near Raranga 
32244	Madeley Rd near Major Hornbrook 
12630	Halswell Rd near Tankerville 
21581	Effingham St near Surfers Pl
53589	Murphys Rd near Halswell Junction 
37933	Main North Rd near Vagues 
41191	Park Tce near Cressy 
24626	Yaldhurst Rd near Bucknell St
45546	Burwood Rd near Rothesay 
44699	Main North Rd near Pa 
26808	Kippenberger Ave near Devlin 
41189	Governors Bay Rd
46872	James St near Birchs Rd
22442	Barrington St near Strauss Pl
25953	Gerald St near West Belt
53591	Longhurst Medical Centre
44219	Sewell St near Smith 
32237	Major Hornbrook Rd near Belleview Tce
13979	Main North Rd
53116	Bus Interchange (Platform B)
11795	Centaurus Rd near Bowenvale Ave
54447	Te Korari St near David Palmer 
44203	Southbrook Rd near Denchs 
25924	Templeton
46864	Springs Rd near Brynley St
22419	Halswell Shops
42021	Martindales Rd near Truscotts 
18392	Wainoni Rd near Cuffs 
23741	Colombo St near Somerfield 
20238	Queenspark Dr near Branksome Pl
21568	Aston Dr near Beach Rd
54452	Leeston
13946	Creyke Rd
11769	Cashmere Rd near Crichton Tce
44681	Main North Rd near Sandhill 
41170	Grimseys Rd near Dunedin St
42013	Hendersons Road
42499	Main Rd near The Brae
21575	Effingham St near Monowai Cres
41162	Brittan Tce near Seaview 
20240	Queenspark Dr near Chadlington St
25930	Gerald St near Murray Pl
47706	Halswell Rd near Milns 
24603	Yaldhurst Rd near Nortons 
23756	Colombo St near Thorrington Rd
37905	Innes Rd near Manuka St
32696	Waltham Rd near Bunyan St
54468	Irwell
13951	Supa Centa
14801	Manurere St
32216	Major Hornbrook Rd near Muritai Tce
29050	Selwyn St near Dobson 
12150	Marine Pde near Rawhiti Ave
38301	Riccarton Rd near Wainui St
23288	Hackthorne Rd near Cashmere 
33094	Hoon Hay Rd near Maryhill Ave
29826	Grimseys Rd near Exton St
26311	Caspian St near Rocking Horse Rd
13489	Papanui Rd near Grants 
17847	Main South Rd
38788	Main South Rd near Curletts 
39639	Hills Rd near Ailsa St
13491	Papanui Rd near Bellvue Ave
16520	Wairakei Rd near Manor Pl
26324	Rocking Horse Rd near Godwit St
29835	Grimseys Rd near Dunbarton St
33087	Hoon Hay Rd near Lewis St
40616	Colombo St near Bealey Ave
23290	Hackthorne Rd near Lowick Ave
28980	Main Rd
24140	Emmett St near Acheson Ave
36597	Greers Rd near Brookside Tce
15678	Pages Rd
12166	Marine Pde near Bowhill Rd
39625	Shirley Rd near Slater St
30814	Main Rd near Cliff St
53953	Preston Downs Reserve
13017	Staveley St near Avonhead Rd
18702	Tuam St near Phillips 
54803	Fuller St near Peraki 
11281	Whiteleigh Ave near Leamington St
13462	Main North Rd near Barnes 
38761	Riccarton Rd near Paeroa St
14791	Manurere St near Ranui 
12132	Beach Rd near Britannia St
40600	Gardiners Rd near Smacks Cl
33073	Hoon Hay Rd near Smartlea St
24117	Briggs Rd near Innes 
29803	Lowry Ave near Grimseys Rd
23261	Hargood St near Oban Pl
24592	Yaldhurst Rd near English St
28951	Matipo St near Rex 
15645	Main North Rd near Tuckers 
37436	Harewood Rd near Marble Wood Dr
51306	Bush St near Watson Pl
53969	Halkett Rd near Rossington Dr
14318	Manchester St near Kilmore 
39618	New Brighton Rd near Netherby Ln
13470	Main North Rd near Sturrocks 
29819	Daniels Rd near Hannah Pl
54819	Fuller St near Evans Pl
15650	Northlands Platform C
25455	Gerald St near West Belt
33060	Mathers Rd near Cedars St
26307	Rocking Horse Rd near Godwit St
16508	Wairakei Rd
23274	Hargood St near Clydesdale 
12145	Marine Pde near Lonsdale St
47222	Christchurch International Airport
44196	Sheffield Cres
11299	Buckleys Rd near Rhona St
36578	Burnside High School
46373	Heaton St
38757	Clyde Rd near Totara St
54826	Fuller Street near Akaroa St
17834	Burnham
25429	Craven St near Algidus 
14770	Hei Rd near Buchanans 
22398	Barrington Mall (Athelstan St)
17806	Masefield Dr near Durrell Wy
26751	Central Park and Ride (White St)
50474	Heaton Intermediate
33056	Penruddock Rse near Hamish Pl
23242	Radley St near Cumnor Tce
54835	Adderley Tce near Sneyd St
51323	Pegasus Blvd near SH-1
44183	Ferry Rd near Phillipstown Cts
53504	Burwood Hospital - Main Entrance
15621	Ferrymead Shops
13443	Waimairi Rd near Maidstone 
12113	Burwood Rd near Stanford St
37415	Greers Rd near Ruddenklau Ln
11268	Clarence St near Lyndon 
44177	Lincoln Rd near Domain Tce
45023	Rolleston Dr near Othello 
12121	Burwood Rd near Newhaven St
24101	Kensington Ave near Innes Rd
23257	Colombo St near Woodbridge Rd
28946	Main Rd near Mccormacks Bay 
50000	Ellesmere Junction Rd near Leeston 
54842	Adderley Tce near Wesley St
53995	Briggs Rd
32198	Rodney St near Union 
14302	Manchester St near Salisbury 
50488	Heaton St - Georges
11275	Whiteleigh Ave near Troup Dr
53515	Patterson Tce near Calverton Place
51334	Pegasus Blvd near SH-1
15632	Ferry Rd near Waterman Pl
16963	Gardiners Rd near St Ives 
37404	Waimairi Rd near Athol Tce
13458	Dovedale Ave near Lynfield 
14789	Manurere St near Tauiwi Cres
20199	Queenspark Dr near Chadbury St
25884	Kirk Rd near Railway Tce
25401	Craven St near Algidus 
32180	Ferry Rd (Ritchies Depot WB)
28914	Matipo St near Elizabeth 
23226	Colombo St near Hastings W
22379	Rose St near Beechworth Ave
24559	Springs Rd near Garvins 
15609	Linwood Ave near Keighleys Rd
10396	Kilmarnock St near Kahu Rd
46341	Harewood Rd near Waimakariri 
54857	Barnard St near Silverstream Blvd
51347	Northlands Platform B
45010	Mandeville St
37876	Cresswell Ave near Gayhurst Rd
11247	Whiteleigh Ave near Barrington St
12579	Lincoln Rd near Torrens 
13427	Staveley St near Nortons Rd
53527	Hereford St near Fitzgerald Ave
38726	Clyde Rd near Hinau St
46339	Gloucester St near Barbadoes 
44154	Wainoni Rd near Shortland St
24563	Springs Rd near Henry Wigram Pl
25897	Birchs Rd near Hamptons 
23235	Colombo St near King 
26746	White St near Parkhouse Dr
38719	University - Ilam Rd
32179	Major Hornbrook Rd near Freeman St
22380	Rose St near Beechworth Ave
51352	Northlands Platform D
33025	Mathers Rd near Redgrave St
54861	Barnard St near Rahme Cres
53536	Milton St near Selwyn 
47660	Creyke Rd near Clyde 
13436	Staveley St near Avonhead Rd
18773	Beach Rd near Effingham St
13086	Clyde Rd near Wai-iti Tce
16596	Wairakei Rd near Breens 
15264	Ferry Rd near Smith St
42406	Bridle Path Rd near Port Hills 
20613	Bower Ave near Castletown Pl
42888	Harewood Rd near Wilmot St
26395	Estuary Rd near Ebbtide St
10813	Clyde Rd near Hooker Ave
20609	Bower Ave near Thurso Pl
19629	Northcote Rd near Lydia St
32608	Brougham St near Defoe Place
33934	Rose St near Marley View 
50834	Selwyn St near Disraeli 
18300	North Pde near Randall St
20621	Whitmore St near Avalon 
13093	Clyde Rd near Evatt St
15272	Ferry Rd near Tilford St
42874	Colombo St near Cass 
18787	St Asaph near Phillips 
40212	Wairakei Rd near Kendal Ave
39222	Travis Rd
16124	Wairakei Rd near Blighs 
45902	Gerald St near Kildare Tce
28587	Matipo St near Peverel 
29434	Cranford St near Innes Rd
17457	Fendalton
50847	Selwyn St near Harman 
42861	Harewood Rd near Harris Cres
14394	Park Tce near Peterborough St
39694	Ensors Rd
38364	Barbadoes St near Edgeware Rd
13064	Ilam Rnear Montana Ave
39214	Bassett St near Vivian 
43711	Main North Rd near Thompsons 
24193	Emmett St near Bellbrook Cres
25042	Buchanans Rd near Peebles Dr
30880	Soleares Ave near Santa Maria 
50852	Harman St near Grove Rd
16577	Rossall St near Glandovey Rd
18756	Burwood Rd near Clarevale St
33910	Sparks Rd near Hoon Hay 
16583	Rossall St near Leinster Rd
13072	Clyde Rd near Fendalton 
15255	Williams St near Ohoka Rd
51709	Bromley Rd near Raymond 
39687	University of Canterbury
38355	Edgeware Rd near Madras St
42857	Harewood Rd near Breens 
21935	Effingham St near Marine Pde
26382	Caspian St near Rocking Horse Rd
16107	Wairakei Rd near Chislehurst Pl
30879	Soleares Ave near Valencia Ln
19617	Glandovey Rd
37029	Tuam St near Olliviers Rd
17435	Fendalton Rd near Wairarapa Tce
51713	Bromley Rd near Raymond 
50868	Harman St near Lincoln Rd
13040	Dovedale Ave near Waimairi Rd
38340	Edgeware Rd near Packe St
16554	Wairakei Rd near Breens 
39673	Greers Rd near Clyde 
14373	Moorhouse Ave near Stewart St
12197	Mairehau Rd near Medina Cres
25026	Birchs Rd near Robinsons 
42842	Clyde Rd near Ilam 
28539	Blenheim Rd near Middleton 
24172	Bentley St near Pinehurst Cres
26353	Estuary Rd near Halsey St
47298	Main North Rd near Link 
30867	Soleares Ave near Mt Pleasant Rd
50875	Selwyn St near Hazeldean Rd
18739	Burwood Rd near Carlsen St
51721	Maces Rd near Lupins Ln
17403	Northcote Rd near Uxbridge St
53907	Corsair Dr near Keene St
18741	Burwood Rd near Lakewood Dr
39660	Greers Rd near Clyde 
13055	Waimairi Rd near Maydell St
37001	St Martins Shops
14387	Park Tce near Chester St W
42835	Harewood Rd near Crofton 
30851	Soleares Ave near Mt Pleasant Rd
29874	Blenheim Rd near Watts 
24186	Emmett St near Bellbrook Cres
25035	Buchanans Rd near Cicada Pl
50881	Springs Rd near Marshs 
15238	Williams St near Vickery 
37489	Harewood Rd near Matsons Ave
53911	Darfield Town centre
17419	Fendalton Rd near Wood Ln
51732	Maces Rd near Wickham St
15201	Main North Rd near Spencerville 
15684	Pages Rd near Charles Gallagher Pl
16531	Wairakei Rd near Spalding St
40644	Stanmore Rd near Draper St
25003	Buchanans Rd
42826	Yaldhurst Rd near Withells 
28518	Main South Rd near Lowther St
26330	Rocking Horse Rd near Heron St
42819	Maidstone Rd near Farnham Pl
39656	Greers Rd near Brookside Tce
12178	Marine Pde near Cygnet St
45099	Charlesworth St near Ti Rakau Dr
18718	Tuam St near Fitzgerald Ave
50899	Selwyn St near Moorhouse Ave
38329	Straven Rd near Rochdale St
51745	Ruru Rd near Hay St
13029	Staveley St near Colina 
53924	Waterloo Rd near Islington Ave
14360	St David near Moorhouse Ave
39641	Northlands Platform A
37462	Harewood Rd near Greers 
47267	Birchs Rd near Grangewood Dr
29857	Grimseys Rd near Exton St
28525	Blenheim Rd near Penn Pl
26348	Estuary Rd near Ebbtide St
25493	James St near North Blt
40628	Stanmore Rd near Siddal Pl
24164	Russley
51750	Ruru Rd near Hay St
13038	Solway Ave near Glenside 
53930	Waterloo Rd near Islington Ave
38317	Ilam Rd near Kirkwood Ave
15217	Main North Rd near Wrights 
18014	Burwood Rd near Helmsdale St
21665	Effingham St near Beach Rd
47813	Linwood Ave near Kidbrooke St
43456	Lincoln Rd near Parade Ct
44787	Oxford Rd near Fairview Briars
46961	Main North Rd near Styx Mill 
18495	Harrow St near Bordesley 
45630	Prebbleton
17160	Memorial Ave near Chilcombe St
33655	Selwyn St near Fairfield Ave
11867	Hoon Hay Rd near Barossa Ln
10536	Maidstone Rd near Solway Ave
54596	Rolleston College
54111	Halswell Rd near Augustine Drive
32325	Carmen Rd near Halwyn Dr
51086	Aidenfield (near McMahon Dr)
12719	Halswell Rd near Nash 
29148	Brougham St near Barrie 
53267	McCormacks Bay Rd & Maffeys WB
42596	Clifton Tce and Main Rd
21677	Aston Dr near Ballance St
23858	Linwood Ave near Tilford St
38099	Dunbars Rd near Ensign St
19353	Harewood Rd near Nunweek Blvd
24707	Springs Rd near Brynley St
44773	White St near Parkhouse Dr
42111	Heathcote
51093	Aidenfield (near McMahon Dr)
12726	Papanui Rd near Paparoa St
14903	Parker St near Kathleen Cres
33640	Lyttelton St near Hennessy Pl
53279	Jones Rd near Curraghs 
32791	Brougham St near Albemarle 
54124	Halswell Rd near Augustine Drive
32318	Creyke Rd near Barlow St
18476	North Parade
19324	Harewood Rd
23827	Radley St near Sheldon 
42583	Main Rd near Augusta St
38081	Halswell Rd near Nicholls 
54130	Taiora/QEII
42107	Port Hills Rd near Curries 
53280	Jones Rd near Curraghs 
29124	Selwyn St near Bolton Ave
26094	Main North Rd near School 
10995	Kilmarnock St near Deans Ave
32789	Waltham Rd near Hastings St E
17156	Burnside High School
38075	Halswell Junction Rd near Sabys 
21654	Aston Dr near Beach Rd
23836	Colombo St near Wordsworth 
18005	Burwood Rd near Newhaven St
42577	Marriner St near Main Rd
40399	Pages Rd near Breezes 
18482	Kerrs Rd near Traynor Ln
53298	Westfield Riccarton
10527	Maidstone Rd
32770	Brougham St near Brisbane 
33629	Coronation St near Simeon 
29130	Brougham St near Somerset Cres
11851	Centaurus Rd near St Martins 
42565	Main Rd near Wakatu Ave
17125	Memorial Ave near Otara St
16273	Rossall St near Office Rd
40381	Union St near Tovey 
39396	New Brighton Rd near Locksley Ave
23804	Garlands Rd near Tanner St
20771	Bower Ave near Thurso Pl
38068	Halswell Junction Rd near Kinrara Pl
43418	Ferry Rd near Rutherford St
29107	Selwyn St near Cheviot 
19780	Veitches Rd near Northfield 
22950	Selwyn St near Fairfield Ave
10976	Mona Vale Ave near Kilmarnock St
26073	Estuary Rd near Cradock St
28254	Major Hornbrook Rd near Rockview Pl
32762	Waltham Rd near Mowbray St
33617	Lyttelton St near Glynne Cres
19307	Fendalton Rd near Quamby Pl
38052	Halswell Junction Rd near Nicholls 
39383	Hawke St near Fenners Ln
20785	Queenspark Dr near Chadbury St
42554	Wakefield Ave near Nayland St
19798	Highsted Rd near Ludhiana St
